stock_id,stock_name,type,industry_category,date
1101,1101,twse,,
1102,1102,twse,,
1210,1210,twse,,
1215,1215,twse,,
1216,1216,twse,,
1217,1217,twse,,
1218,1218,twse,,
1301,台塑,twse,,
1303,1303,twse,,
1304,1304,twse,,
1305,1305,twse,,
1307,1307,twse,,
1326,1326,twse,,
1402,1402,twse,,
1466,1466,twse,,
1504,1504,twse,,
1514,1514,twse,,
1537,1537,twse,,
1560,1560,twse,,
1580,1580,twse,,
1582,1582,twse,,
1583,1583,twse,,
1584,1584,twse,,
1585,1585,twse,,
1586,1586,twse,,
1589,1589,twse,,
1590,1590,twse,,
1603,1603,twse,,
1605,1605,twse,,
1608,1608,twse,,
1609,1609,twse,,
1612,1612,twse,,
1710,1710,twse,,
1711,1711,twse,,
1760,1760,twse,,
1789,1789,twse,,
2002,中鋼,twse,,
2006,2006,twse,,
2007,2007,twse,,
2008,2008,twse,,
2009,2009,twse,,
2010,2010,twse,,
2012,2012,twse,,
2013,2013,twse,,
2014,2014,twse,,
2015,2015,twse,,
2049,2049,twse,,
2059,2059,twse,,
2061,2061,twse,,
2062,2062,twse,,
2063,2063,twse,,
2064,2064,twse,,
2065,2065,twse,,
2201,2201,twse,,
2204,2204,twse,,
2207,2207,twse,,
2208,2208,twse,,
2301,2301,twse,,
2303,聯電,twse,,
2308,台達電,twse,,
2317,鴻海,twse,,
2324,2324,twse,,
2325,2325,twse,,
2327,2327,twse,,
2329,2329,twse,,
2330,台積電,twse,,
2332,2332,twse,,
2337,2337,twse,,
2340,2340,twse,,
2344,2344,twse,,
2345,2345,twse,,
2348,2348,twse,,
2351,2351,twse,,
2353,2353,twse,,
2354,2354,twse,,
2356,2356,twse,,
2357,2357,twse,,
2363,2363,twse,,
2364,2364,twse,,
2365,2365,twse,,
2368,2368,twse,,
2379,瑞昱,twse,,
2382,廣達,twse,,
2383,2383,twse,,
2388,2388,twse,,
2393,2393,twse,,
2397,2397,twse,,
2399,2399,twse,,
2406,2406,twse,,
2408,2408,twse,,
2409,2409,twse,,
2412,中華電,twse,,
2421,2421,twse,,
2429,2429,twse,,
2436,2436,twse,,
2439,2439,twse,,
2441,2441,twse,,
2449,2449,twse,,
2454,聯發科,twse,,
2455,2455,twse,,
2460,2460,twse,,
2462,2462,twse,,
2471,2471,twse,,
2474,2474,twse,,
2475,2475,twse,,
2498,2498,twse,,
2511,2511,twse,,
2515,2515,twse,,
2528,2528,twse,,
2534,2534,twse,,
2535,2535,twse,,
2536,2536,twse,,
2537,2537,twse,,
2538,2538,twse,,
2540,2540,twse,,
2542,2542,twse,,
2543,2543,twse,,
2545,2545,twse,,
2546,2546,twse,,
2547,2547,twse,,
2548,2548,twse,,
2597,2597,twse,,
2718,2718,twse,,
2719,2719,twse,,
2720,2720,twse,,
2801,2801,twse,,
2820,2820,twse,,
2823,2823,twse,,
2824,2824,twse,,
2834,2834,twse,,
2838,2838,twse,,
2849,2849,twse,,
2850,2850,twse,,
2851,2851,twse,,
2852,2852,twse,,
2855,2855,twse,,
2856,2856,twse,,
2867,2867,twse,,
2880,2880,twse,,
2881,富邦金,twse,,
2882,國泰金,twse,,
2883,2883,twse,,
2884,2884,twse,,
2885,2885,twse,,
2886,兆豐金,twse,,
2887,2887,twse,,
2888,2888,twse,,
2889,2889,twse,,
2890,2890,twse,,
2891,中信金,twse,,
2892,2892,twse,,
2903,2903,twse,,
2905,2905,twse,,
2908,2908,twse,,
2910,2910,twse,,
2911,2911,twse,,
2912,2912,twse,,
2914,2914,twse,,
2915,2915,twse,,
2923,2923,twse,,
3008,3008,twse,,
3014,3014,twse,,
3016,3016,twse,,
3017,3017,twse,,
3023,3023,twse,,
3028,3028,twse,,
3030,3030,twse,,
3031,3031,twse,,
3033,3033,twse,,
3034,聯詠,twse,,
3035,3035,twse,,
3036,3036,twse,,
3037,3037,twse,,
3038,3038,twse,,
3040,3040,twse,,
3041,3041,twse,,
3042,3042,twse,,
3044,3044,twse,,
3045,台灣大,twse,,
3046,3046,twse,,
3047,3047,twse,,
3048,3048,twse,,
3049,3049,twse,,
3057,3057,twse,,
3059,3059,twse,,
3062,3062,twse,,
3085,3085,twse,,
3105,3105,twse,,
3141,3141,twse,,
3189,3189,twse,,
3209,3209,twse,,
3211,3211,twse,,
3228,3228,twse,,
3231,3231,twse,,
3260,3260,twse,,
3376,3376,twse,,
3406,3406,twse,,
3443,3443,twse,,
3481,3481,twse,,
3494,3494,twse,,
3515,3515,twse,,
3518,3518,twse,,
3530,3530,twse,,
3532,3532,twse,,
3533,3533,twse,,
3548,3548,twse,,
3576,3576,twse,,
3583,3583,twse,,
3593,3593,twse,,
3596,3596,twse,,
3597,3597,twse,,
3653,3653,twse,,
3661,世芯,twse,,
3691,3691,twse,,
3706,3706,twse,,
3707,3707,twse,,
3711,3711,twse,,
4106,4106,twse,,
4108,4108,twse,,
4119,4119,twse,,
4121,4121,twse,,
4123,4123,twse,,
4126,4126,twse,,
4128,4128,twse,,
4130,4130,twse,,
4133,4133,twse,,
4141,4141,twse,,
4142,4142,twse,,
4144,4144,twse,,
4147,4147,twse,,
4148,4148,twse,,
4162,4162,twse,,
4174,4174,twse,,
4743,4743,twse,,
4904,遠傳,twse,,
4906,4906,twse,,
4919,4919,twse,,
4938,4938,twse,,
4958,4958,twse,,
4960,4960,twse,,
4961,4961,twse,,
4966,4966,twse,,
4968,4968,twse,,
5009,5009,twse,,
5269,5269,twse,,
5274,5274,twse,,
5347,5347,twse,,
5354,5354,twse,,
5371,5371,twse,,
5483,5483,twse,,
5522,5522,twse,,
5533,5533,twse,,
5536,5536,twse,,
5546,5546,twse,,
5876,5876,twse,,
5878,5878,twse,,
5880,5880,twse,,
5903,5903,twse,,
5904,5904,twse,,
6005,6005,twse,,
6120,6120,twse,,
6146,6146,twse,,
6147,6147,twse,,
6214,6214,twse,,
6227,6227,twse,,
6230,6230,twse,,
6239,6239,twse,,
6244,6244,twse,,
6257,6257,twse,,
6269,6269,twse,,
6271,6271,twse,,
6274,6274,twse,,
6277,6277,twse,,
6278,6278,twse,,
6285,6285,twse,,
6409,6409,twse,,
6415,矽力,twse,,
6442,6442,twse,,
6446,6446,twse,,
6456,6456,twse,,
6461,6461,twse,,
6488,6488,twse,,
6505,6505,twse,,
6510,6510,twse,,
6523,6523,twse,,
6533,6533,twse,,
6547,6547,twse,,
6643,6643,twse,,
6669,緯穎,twse,,
6770,6770,twse,,
6789,6789,twse,,
6803,6803,twse,,
8044,8044,twse,,
8081,8081,twse,,
8210,8210,twse,,
5481,新華,tpex,電子零組件業,2020-06-03
3687,歐買尬,tpex,文化創意業,2020-06-03
3629,地心引力,tpex,光電業,2020-06-03
5450,寶聯通,tpex,電腦及週邊設備業,2020-06-03
6238,勝麗,tpex,其他電子類,2020-06-13
6497,亞獅康-KY,tpex,生技醫療業,2020-08-27
5349,先豐,tpex,電子零組件業,2020-10-31
8934,衡平,tpex,其他,2020-11-20
5304,鼎創達,tpex,電腦及週邊設備業,2020-11-22
6438,迅得,tpex,其他電子類,2021-01-21
2459,敦吉,twse,電子通路業,2021-06-01
2241,艾姆勒,twse,電機機械,2021-06-01
1443,立益,twse,紡織纖維,2021-06-01
6165,浪凡,twse,電子工業,2021-06-01
6165,浪凡,twse,電子零組件業,2021-06-01
1453,大將,twse,紡織纖維,2021-06-01
2429,銘旺科,twse,電子零組件業,2021-06-01
3669,圓展,twse,光電業,2021-06-01
2614,東森,twse,貿易百貨,2021-06-01
1456,怡華,twse,紡織纖維,2021-06-01
8499,鼎炫-KY,twse,其他,2021-06-01
3450,聯鈞,twse,其他電子業,2021-06-01
3219,倚強股份,tpex,半導體業,2021-06-12
8489,三貝德,tpex,文化創意業,2021-06-12
6275,元山,tpex,其他電子類,2021-06-12
5604,中連貨,tpex,航運業,2021-06-12
6506,雙邦,tpex,化學工業,2021-06-12
8354,冠好,tpex,塑膠工業,2021-06-12
3685,元創精密,tpex,光電業,2021-06-12
3313,斐成,tpex,電子零組件業,2021-06-12
5345,天揚,tpex,電子零組件業,2021-06-12
4152,台微體,tpex,生技醫療業,2021-10-02
2928,紅馬-KY,tpex,觀光事業,2021-10-16
3144,新揚科,tpex,電子零組件業,2021-12-16
4803,VHQ-KY,tpex,文化創意業,2021-12-18
8406,金可-KY,tpex,生技醫療業,2022-04-23
4429,聚紡,tpex,紡織纖維,2022-05-27
2495,普安,twse,其他電子業,2022-06-01
6431,光麗-KY,twse,電子工業,2022-06-01
6431,光麗-KY,twse,光電業,2022-06-01
2340,台亞,twse,光電業,2022-06-01
5321,美而快,tpex,電子零組件業,2022-06-03
8080,永利聯合,tpex,電子零組件業,2022-06-03
3512,皇龍,tpex,電子零組件業,2022-06-03
5209,新鼎,tpex,資訊服務業,2022-06-03
5102,富強,tpex,橡膠工業,2022-07-09
5820,日盛金,tpex,金融業,2022-11-03
3642,駿熠電,tpex,其他電子類,2022-11-19
6247,淇譽電,tpex,其他電子類,2023-02-04
6873,泓德能源-創,twse,創新板股票,2023-03-17
6869,雲豹能源-創,twse,創新板股票,2023-03-17
6594,展匯科,tpex,半導體業,2023-03-25
2432,倚天,twse,通信網路業,2023-05-30
1258,其祥-KY,tpex,食品工業,2023-06-03
2756,聯發國際,tpex,觀光事業,2023-06-29
2724,富驛-KY,tpex,觀光事業,2023-06-29
8477,創業家,tpex,電子商務業,2023-06-29
8462,柏文,twse,觀光事業,2023-06-29
2726,雅茗-KY,tpex,觀光事業,2023-06-29
3252,海灣,tpex,觀光事業,2023-06-29
2723,美食-KY,twse,觀光事業,2023-06-29
2722,夏都,twse,觀光事業,2023-06-29
8433,弘帆,tpex,貿易百貨,2023-06-29
5301,寶得利,tpex,觀光事業,2023-06-29
2731,雄獅,twse,觀光事業,2023-06-29
2729,瓦城,tpex,觀光事業,2023-06-29
5287,數字,tpex,電子商務業,2023-06-29
2755,揚秦,tpex,觀光事業,2023-06-29
2754,亞洲藏壽司,tpex,觀光事業,2023-06-29
2732,六角,tpex,觀光事業,2023-06-29
2753,八方雲集,twse,觀光事業,2023-06-29
2734,易飛網,tpex,觀光事業,2023-06-29
2752,豆府,tpex,觀光事業,2023-06-29
2748,雲品,twse,觀光事業,2023-06-29
2745,五福,tpex,觀光事業,2023-06-29
5278,尚凡,tpex,電子商務業,2023-06-29
2740,天蔥,tpex,觀光事業,2023-06-29
2739,寒舍,twse,觀光事業,2023-06-29
2736,富野,tpex,觀光事業,2023-06-29
2727,王品,twse,觀光事業,2023-06-29
2743,山富,tpex,觀光事業,2023-06-29
2924,宏太-KY,tpex,貿易百貨,2023-06-29
5704,老爺知,tpex,觀光事業,2023-06-29
1259,安心,tpex,觀光事業,2023-06-29
1268,漢來美食,tpex,觀光事業,2023-06-29
5701,劍湖山,tpex,觀光事業,2023-06-29
5703,亞都,tpex,觀光事業,2023-06-29
5321,美而快,tpex,電子商務業,2023-06-29
5706,鳳凰,twse,觀光事業,2023-06-29
3522,御頂,tpex,觀光事業,2023-06-29
5902,德記,tpex,貿易百貨,2023-06-29
3687,歐買尬,tpex,電子商務業,2023-06-29
3171,新洲,tpex,貿易百貨,2023-06-29
5903,全家,tpex,貿易百貨,2023-06-29
5904,寶雅,tpex,貿易百貨,2023-06-29
5905,南仁湖,tpex,貿易百貨,2023-06-29
3085,新零售,tpex,電子商務業,2023-06-29
4804,大略-KY,tpex,觀光事業,2023-06-29
2947,振宇五金,tpex,貿易百貨,2023-06-29
9943,好樂迪,twse,觀光事業,2023-06-29
2937,集雅社,tpex,貿易百貨,2023-06-29
9960,邁達康,tpex,貿易百貨,2023-06-29
2916,滿心,tpex,貿易百貨,2023-06-29
6763,綠界科技,tpex,電子商務業,2023-06-29
6741,91APP*-KY,tpex,電子商務業,2023-06-29
8472,夠麻吉,tpex,電子商務業,2023-06-29
8940,新天地,twse,觀光事業,2023-06-29
2712,遠雄來,twse,觀光事業,2023-06-29
2706,第一店,twse,觀光事業,2023-06-29
5364,力麗店,tpex,觀光事業,2023-06-29
2705,六福,twse,觀光事業,2023-06-29
2704,國賓,twse,觀光事業,2023-06-29
2702,華園,twse,觀光事業,2023-06-29
2701,萬企,twse,觀光事業,2023-06-29
2707,晶華,twse,觀光事業,2023-06-29
8077,洛碁,tpex,觀光事業,2023-06-29
8941,關中,tpex,貿易百貨,2023-06-29
6195,詩肯,tpex,貿易百貨,2023-06-29
8066,來思達,tpex,貿易百貨,2023-06-29
8044,網家,tpex,電子商務業,2023-06-29
2719,燦星旅,tpex,觀光事業,2023-06-29
6728,上洋,tpex,貿易百貨,2023-06-29
2718,晶悅,tpex,觀光事業,2023-06-29
3130,一零四,twse,資訊服務業,2023-06-30
8454,富邦媒,twse,貿易百貨,2023-06-30
1472,三洋實業,twse,紡織纖維,2023-06-30
1736,喬山,twse,生技醫療業,2023-06-30
8462,柏文,twse,觀光餐旅,2023-06-30
1736,喬山,twse,化學生技醫療,2023-06-30
6806,森崴能源,twse,其他,2023-06-30
3557,嘉威,twse,其他,2023-06-30
6689,伊雲谷,twse,電子工業,2023-06-30
8467,波力-KY,twse,其他,2023-06-30
1598,岱宇,twse,生技醫療業,2023-06-30
1598,岱宇,twse,化學生技醫療,2023-06-30
3130,一零四,twse,電子工業,2023-06-30
8464,億豐,twse,其他,2023-06-30
3054,立萬利,twse,半導體業,2023-06-30
1432,大魯閣,twse,貿易百貨,2023-06-30
8438,昶昕,twse,其他,2023-06-30
3054,立萬利,twse,電子工業,2023-06-30
6670,復盛應用,twse,其他,2023-06-30
6671,三能-KY,twse,其他,2023-06-30
2062,橋椿,twse,其他,2023-06-30
2424,隴華,twse,電腦及週邊設備業,2023-06-30
6754,匯僑設計,twse,其他,2023-06-30
4536,拓凱,twse,其他,2023-06-30
6165,浪凡,twse,其他,2023-06-30
3708,上緯投控,twse,化學生技醫療,2023-06-30
8422,可寧衛,twse,其他,2023-06-30
2442,新美齊,twse,電子工業,2023-06-30
2442,新美齊,twse,電腦及週邊設備業,2023-06-30
8341,日友,twse,其他,2023-06-30
6768,志強-KY,twse,其他,2023-06-30
1439,雋揚,twse,紡織纖維,2023-06-30
5306,桂盟,twse,其他,2023-06-30
3708,上緯投控,twse,化學工業,2023-06-30
6689,伊雲谷,twse,其他電子業,2023-06-30
6807,峰源-KY,twse,其他,2023-06-30
8473,山林水,twse,其他,2023-06-30
8478,東哥遊艇,twse,其他,2023-06-30
9904,寶成,twse,其他,2023-06-30
6641,基士德-KY,twse,其他,2023-06-30
9914,美利達,twse,其他,2023-06-30
9955,佳龍,twse,其他,2023-06-30
6581,鋼聯,twse,其他,2023-06-30
9911,櫻花,twse,其他,2023-06-30
9921,巨大,twse,其他,2023-06-30
9802,鈺齊-KY,twse,其他,2023-06-30
9910,豐泰,twse,其他,2023-06-30
9924,福興,twse,其他,2023-06-30
9935,慶豐富,twse,其他,2023-06-30
9934,成霖,twse,其他,2023-06-30
9930,中聯資源,twse,其他,2023-06-30
8482,商億-KY,twse,其他,2023-06-30
6690,安碁資訊,tpex,資訊服務業,2023-07-05
6123,上奇,tpex,電腦及週邊設備業,2023-07-05
8420,明揚,tpex,其他,2023-07-05
6616,特昇-KY,tpex,其他,2023-07-05
8087,華鎂鑫,tpex,光電業,2023-07-05
2718,晶悅,tpex,觀光餐旅,2023-07-05
8423,保綠-KY,tpex,其他,2023-07-05
8440,綠電,tpex,其他,2023-07-05
6629,泰金-KY,tpex,其他,2023-07-05
3073,天方能源,tpex,半導體業,2023-07-05
8390,金益鼎,tpex,其他,2023-07-05
8933,愛地雅,tpex,其他,2023-07-05
8938,明安,tpex,其他,2023-07-05
3551,世禾,tpex,其他電子類,2023-07-05
6803,崑鼎,tpex,其他,2023-07-05
8924,大田,tpex,其他,2023-07-05
6804,明係,tpex,其他,2023-07-05
8928,鉅明,tpex,其他,2023-07-05
8476,台境,tpex,其他,2023-07-05
3713,新晶投控,tpex,光電業,2023-07-05
8171,天宇,tpex,通信網路業,2023-07-05
5205,中茂,tpex,其他電子類,2023-07-05
3178,公準,tpex,電機機械,2023-07-05
4609,唐鋒,tpex,電器電纜,2023-07-05
4154,樂威科-KY,tpex,生技醫療業,2023-07-05
4702,中美實,tpex,化學工業,2023-07-05
6811,宏碁資訊,tpex,資訊服務業,2023-07-05
6624,萬年清,tpex,其他,2023-07-05
2640,大車隊,tpex,其他,2023-07-05
4530,宏易,tpex,電機機械,2023-07-05
1593,祺驊,tpex,生技醫療業,2023-07-05
3089,億杰,tpex,電子零組件業,2023-07-22
5281,大峽谷-KY,tpex,光電業,2023-10-27
4944,兆遠,tpex,光電業,2023-10-27
8476,台境,tpex,綠能環保類,2023-11-02
6404,通訊-KY,tpex,資訊服務業,2023-11-24
8418,捷必勝-KY,tpex,其他,2024-01-27
4712,南璋,tpex,食品工業,2024-02-08
5383,金利,tpex,其他電子類,2024-05-25
6865,偉康科技,tpex,資訊服務業,2024-06-05
4419,元勝,tpex,紡織纖維,2024-06-05
3465,進泰電子,tpex,電子零組件業,2024-06-05
6198,瑞築,tpex,半導體業,2024-06-05
8091,翔名,tpex,電子零組件業,2024-06-05
5432,新門,tpex,光電業,2024-06-05
6514,芮特-KY,tpex,通信網路業,2024-10-11
8420,明揚,tpex,運動休閒類,2024-11-23
6869,雲豹能源,twse,創新版股票,2024-11-25
6873,泓德能源,twse,創新版股票,2024-11-25
6757,台灣虎航-創,twse,創新版股票,2024-11-28
1601,台光,twse,電器電纜,2024-12-03
1606,歌林,twse,電器電纜,2024-12-03
4733,上緯,twse,化學生技醫療,2024-12-03
1311,福聚,twse,塑膠工業,2024-12-03
1523,開億,twse,電機機械,2024-12-03
1230,聯成食,twse,電器電纜,2024-12-03
1716,永信,twse,化學生技醫療,2024-12-03
4733,上緯,twse,化學工業,2024-12-03
9104,萬宇科,twse,存託憑證,2024-12-04
9103,美德醫療-DR,twse,存託憑證,2024-12-04
1107,建台,twse,其他,2024-12-04
9102,東亞科,twse,存託憑證,2024-12-04
9105,泰金寶-DR,twse,存託憑證,2024-12-04
3271,其樂達,twse,半導體業,2024-12-04
8008,建興電,twse,電腦及週邊設備業,2024-12-04
3271,其樂達,twse,電子工業,2024-12-04
9110,越南控-DR,twse,存託憑證,2024-12-04
2403,友尚,twse,電子工業,2024-12-04
2403,友尚,twse,電子通路業,2024-12-04
9106,新焦點-DR,twse,存託憑證,2024-12-04
8008,建興電,twse,電子工業,2024-12-04
3053,鼎營,twse,其他電子業,2024-12-04
3614,誠致,twse,半導體業,2024-12-04
3614,誠致,twse,電子工業,2024-12-04
2469,力信,twse,電子零組件業,2024-12-04
2452,乾坤,twse,電子工業,2024-12-04
6119,大傳,twse,電子通路業,2024-12-04
6119,大傳,twse,電子工業,2024-12-04
6423,億而得-創,twse,創新版股票,2024-12-04
1520,復盛,twse,其他,2024-12-04
2381,華宇,twse,電腦及週邊設備業,2024-12-04
2473,思源,twse,半導體業,2024-12-04
3150,鈺寶-創,twse,創新版股票,2024-12-04
2473,思源,twse,電子工業,2024-12-04
2381,華宇,twse,電子工業,2024-12-04
2391,合勤,twse,通信網路業,2024-12-04
3638,F-IML,twse,半導體業,2024-12-04
2469,力信,twse,電子工業,2024-12-04
2452,乾坤,twse,電子零組件業,2024-12-04
6794,向榮生技-創,twse,創新版股票,2024-12-04
3599,旺能,twse,電子工業,2024-12-04
3573,穎台,twse,電子工業,2024-12-04
6255,奈普,twse,電子工業,2024-12-04
3573,穎台,twse,光電業,2024-12-04
3142,遠茂,twse,電子工業,2024-12-04
2384,勝華,twse,電子工業,2024-12-04
2384,勝華,twse,光電業,2024-12-04
3584,介面,twse,光電業,2024-12-04
3638,F-IML,twse,電子工業,2024-12-04
3584,介面,twse,電子工業,2024-12-04
2463,研揚,twse,電腦及週邊設備業,2024-12-04
6902,GOGOLOOK-創,twse,創新版股票,2024-12-04
6255,奈普,twse,光電業,2024-12-04
3598,奕力,twse,半導體業,2024-12-04
3598,奕力,twse,電子工業,2024-12-04
3599,旺能,twse,光電業,2024-12-04
2463,研揚,twse,電子工業,2024-12-04
2391,合勤,twse,電子工業,2024-12-04
2447,鼎新,twse,電子工業,2024-12-04
2479,和立,twse,電子工業,2024-12-04
5854,合庫,twse,金融保險,2024-12-04
2396,精碟,twse,光電業,2024-12-04
2396,精碟,twse,電子工業,2024-12-04
3061,璨圓,twse,電子工業,2024-12-04
3061,璨圓,twse,光電業,2024-12-04
2361,鴻友,twse,電腦及週邊設備業,2024-12-04
3063,飛信,twse,半導體業,2024-12-04
2361,鴻友,twse,電子工業,2024-12-04
9188,精熙-DR,twse,存託憑證,2024-12-04
2526,大陸,twse,建材營造,2024-12-04
9157,陽光能源-DR,twse,存託憑證,2024-12-04
9151,旺旺,twse,存託憑證,2024-12-04
3053,鼎營,twse,電子工業,2024-12-04
9801,力霸,twse,貿易百貨,2024-12-04
9136,巨騰-DR,twse,存託憑證,2024-12-04
6924,榮惠-KY創,twse,創新版股票,2024-12-04
2494,廣業科,twse,通信網路業,2024-12-04
3534,雷凌,twse,電子工業,2024-12-04
3534,雷凌,twse,半導體業,2024-12-04
2447,鼎新,twse,資訊服務業,2024-12-04
2446,全懋,twse,電子工業,2024-12-04
6771,平和環保-創,twse,創新版股票,2024-12-04
3080,威力盟,twse,電子工業,2024-12-04
2446,全懋,twse,半導體業,2024-12-04
2494,廣業科,twse,電子工業,2024-12-04
3080,威力盟,twse,光電業,2024-12-04
6004,元京證,twse,金融保險,2024-12-04
9922,優美,twse,其他,2024-12-04
9915,億豐,twse,其他,2024-12-04
3697,F-晨星,twse,半導體業,2024-12-04
3697,F-晨星,twse,電子工業,2024-12-04
3063,飛信,twse,電子工業,2024-12-04
6012,金鼎證,twse,金融保險,2024-12-04
9101,福雷電,twse,存託憑證,2024-12-04
2315,神達,twse,電子工業,2024-12-04
3474,華亞科,twse,半導體業,2024-12-04
3474,華亞科,twse,電子工業,2024-12-04
8199,廣鎵,twse,電子工業,2024-12-04
8199,廣鎵,twse,光電業,2024-12-04
3020,奇普仕,twse,電子通路業,2024-12-04
2254,巨鎧精密-創,twse,創新版股票,2024-12-04
2807,竹商銀,twse,金融保險,2024-12-04
3020,奇普仕,twse,電子工業,2024-12-04
6951,青新-創,twse,創新版股票,2024-12-04
8162,微矽電子-創,twse,創新版股票,2024-12-04
2854,寶來證,twse,金融保險,2024-12-04
6949,沛爾生醫-創,twse,創新版股票,2024-12-04
2418,雅新,twse,電子工業,2024-12-04
2341,英群,twse,電子工業,2024-12-04
2827,中聯,twse,金融保險,2024-12-04
2831,中華銀,twse,金融保險,2024-12-04
2341,英群,twse,電腦及週邊設備業,2024-12-04
2336,致伸,twse,電子工業,2024-12-04
2350,環電,twse,電子工業,2024-12-04
2411,飛瑞,twse,其他電子業,2024-12-04
6854,錼創科技-KY創,twse,創新版股票,2024-12-04
2411,飛瑞,twse,電子工業,2024-12-04
5280,F-敦泰,twse,半導體業,2024-12-04
5280,F-敦泰,twse,電子工業,2024-12-04
2315,神達,twse,電腦及週邊設備業,2024-12-04
6645,金萬林-創,twse,創新版股票,2024-12-04
2847,大眾銀,twse,金融保險,2024-12-04
2350,環電,twse,其他電子業,2024-12-04
6534,正瀚-創,twse,創新版股票,2024-12-04
6969,成信實業*-創,twse,創新版股票,2024-12-04
2258,鴻華先進-創,twse,創新版股票,2024-12-04
6286,立錡,twse,電子工業,2024-12-04
8487,愛爾達-創,twse,創新版股票,2024-12-04
6286,立錡,twse,半導體業,2024-12-04
2833,台壽保,twse,金融保險,2024-12-04
3214,元砷,twse,電子工業,2024-12-04
2837,萬泰銀,twse,金融保險,2024-12-04
8078,華寶,twse,通信網路業,2024-12-04
8078,華寶,twse,電子工業,2024-12-04
6702,興航,twse,航運業,2024-12-04
6280,崇貿,twse,電子工業,2024-12-04
3009,奇美電,twse,光電業,2024-12-04
2336,致伸,twse,電腦及週邊設備業,2024-12-04
6988,威力暘-創,twse,創新版股票,2024-12-04
3007,綠點,twse,電子工業,2024-12-04
3009,奇美電,twse,電子工業,2024-12-04
3367,英華達,twse,其他電子業,2024-12-04
2432,倚天酷碁-創,twse,創新版股票,2024-12-04
3367,英華達,twse,電子工業,2024-12-04
6457,紘康,tpex,半導體業,2024-12-28
3202,樺晟,tpex,電子零組件業,2025-04-05
1716,永信,twse,生技醫療業,2025-04-30
2437,旺詮,twse,電子工業,2025-05-14
6902,GOGOLOOK-創,twse,創新板股票,2025-05-16
6208,日揚,tpex,電子零組件業,2025-06-01
6187,萬潤,tpex,其他電子類,2025-06-01
6829,千附精密,tpex,電機機械,2025-06-01
5348,正能量智能,tpex,通信網路業,2025-06-01
5314,世紀*,tpex,半導體業,2025-06-01
4950,金耘國際,tpex,其他,2025-06-01
2724,藝舍-KY,tpex,觀光餐旅,2025-06-01
3521,鴻翊,tpex,電腦及週邊設備業,2025-06-01
6240,松崗,tpex,其他,2025-06-01
8383,千附,tpex,其他電子類,2025-06-01
5443,均豪,tpex,光電業,2025-06-01
6287,元隆,tpex,半導體業,2025-06-25
4945,陞達科技,tpex,半導體業,2025-09-04
8497,格威傳媒,twse,其他,2025-09-26
6794,向榮生技-創,twse,創新板股票,2025-10-16
6747,亨泰光,tpex,生技醫療業,2025-11-29
6288,聯嘉,twse,汽車工業,2025-12-17
1613,台一,twse,電器電纜,2025-12-22
3559,全智科,twse,電子工業,2026-01-07
3315,宣昶,twse,電子工業,2026-01-07
6423,億而得-創,twse,創新板股票,2026-01-22
6423,億而得-創,twse,電子工業,2026-01-22
1729,必翔,twse,化學生技醫療,2026-04-13
4804,大略-KY,tpex,觀光餐旅,2026-04-16
1729,必翔,twse,生技醫療業,2026-04-21
1715,萬洲,twse,塑膠工業,2026-04-29
2936,客思達-KY,twse,貿易百貨,2026-05-03
3315,宣昶,twse,電子通路業,2026-05-05
3559,全智科,twse,半導體業,2026-05-06
4144,康聯-KY,twse,生技醫療業,2026-05-10
6452,康友-KY,twse,生技醫療業,2026-05-10
4141,龍燈-KY,twse,生技醫療業,2026-05-10
1701,中化,twse,生技醫療業,2026-05-10
1592,英瑞-KY,twse,汽車工業,2026-05-12
2841,台開,twse,建材營造,2026-05-13
1724,台硝,twse,化學工業,2026-05-14
4725,信昌化,twse,化學工業,2026-05-14
1704,榮化,twse,化學工業,2026-05-14
1902,台紙,twse,造紙工業,2026-05-15
5259,奕智博,twse,電子工業,2026-05-19
6145,勁永,twse,電子工業,2026-05-19
3383,新世紀,twse,電子工業,2026-05-19
5305,敦南,twse,電子工業,2026-05-19
2325,矽品,twse,電子工業,2026-05-19
6289,華上,twse,電子工業,2026-05-19
2499,東貝,twse,電子工業,2026-05-19
3454,晶睿,twse,電子工業,2026-05-19
5264,鎧勝-KY,twse,電子工業,2026-05-19
2311,日月光,twse,電子工業,2026-05-19
6172,互億,twse,電子工業,2026-05-19
3698,隆達,twse,電子工業,2026-05-19
3519,綠能,twse,電子工業,2026-05-19
4984,科納-KY,twse,電子工業,2026-05-19
3682,亞太電,twse,電子工業,2026-05-19
3514,昱晶,twse,電子工業,2026-05-19
6251,定穎,twse,電子工業,2026-05-19
3561,昇陽光電,twse,電子工業,2026-05-19
2456,奇力新,twse,電子工業,2026-05-19
2475,華映,twse,電子工業,2026-05-19
3536,誠創,twse,電子工業,2026-05-19
6131,鈞泰,twse,電子工業,2026-05-19
6422,君耀-KY,twse,電子工業,2026-05-19
3579,尚志,twse,電子工業,2026-05-19
2448,晶電,twse,電子工業,2026-05-19
4725,信昌化,twse,化學生技醫療,2026-05-20
4144,康聯-KY,twse,化學生技醫療,2026-05-20
4141,龍燈-KY,twse,化學生技醫療,2026-05-20
1701,中化,twse,化學生技醫療,2026-05-20
1704,榮化,twse,化學生技醫療,2026-05-20
1724,台硝,twse,化學生技醫療,2026-05-20
6452,康友-KY,twse,化學生技醫療,2026-05-20
